Scenario #1:
25 256
25 270
25 326
25 345
25 355
25 364
26 85
26 189
26 255
Scenario #183:
1 4
1 9
1 27
2 13
2 15
2 16
2 24
3 3
3 14
3 22
4 7
4 12
4 26
4 30
5 0
5 6
5 18
5 29
6 8
6 11
6 17
6 19
6 21
6 23
7 1
7 5
7 25
8 2
8 10
8 20
9 28
Scenario #184:
1 14
1 40
1 44
1 122
1 197
1 211
1 641
1 653
1 690
1 757
1 776
1 814
2 58
2 148
2 198
2 230
2 303
2 615
2 661
2 681
2 726
2 730
2 785
2 792
2 800
2 841
2 843
3 45
3 125
3 184
3 200
3 242
3 302
3 342
3 381
3 398
3 409
3 581
3 593
3 606
3 722
3 760
3 775
3 847
3 872
4 18
4 27
4 111
4 152
4 245
4 331
4 332
4 380
4 465
4 483
4 502
4 503
4 544
4 547
4 568
4 579
4 667
4 680
4 693
4 706
4 780
4 804
4 836
4 850
4 865
5 72
5 84
5 94
5 109
5 138
5 185
5 201
5 252
5 280
5 306
5 360
5 390
5 407
5 470
5 501
5 552
5 554
5 575
5 646
5 665
5 724
5 751
5 803
5 820
5 852
6 64
6 74
6 189
6 195
6 253
6 329
6 421
6 458
6 461
6 466
6 496
6 509
6 628
6 644
6 651
6 699
6 714
6 720
6 721
6 753
6 798
6 807
6 818
6 868
7 15
7 36
7 52
7 87
7 96
7 105
7 126
7 207
7 244
7 257
7 289
7 295
7 309
7 319
7 330
7 356
7 369
7 403
7 404
7 408
7 419
7 514
7 655
7 711
7 729
7 766
7 794
8 42
8 46
8 63
8 78
8 119
8 141
8 147
8 172
8 210
8 218
8 229
8 236
8 275
8 311
8 577
8 607
8 657
8 682
8 695
8 705
8 731
8 746
8 855
8 863
9 29
9 85
9 95
9 144
9 156
9 161
9 165
9 179
9 181
9 190
9 215
9 260
9 337
9 439
9 442
9 479
9 482
9 488
9 515
9 564
9 583
9 589
9 601
9 635
9 640
9 662
10 11
10 130
10 133
10 281
10 290
10 294
10 297
10 355
10 368
10 451
10 512
10 540
10 598
10 709
10 723
10 732
10 750
10 762
10 816
10 831
11 32
11 77
11 80
11 86
11 108
11 127
11 151
11 155
11 173
11 202
11 219
11 228
11 255
11 320
11 351
11 410
11 420
11 484
11 527
11 605
11 610
11 689
11 691
11 727
11 789
12 8
12 25
12 31
12 56
12 71
12 120
12 160
12 180
12 196
12 237
12 241
12 299
12 341
12 350
12 364
12 399
12 447
12 521
12 561
12 588
12 622
12 664
12 683
12 687
12 715
12 744
12 821
12 848
12 849
12 870
12 871
13 21
13 22
13 60
13 69
13 99
13 167
13 224
13 274
13 312
13 373
13 383
13 413
13 417
13 505
13 532
13 585
13 586
13 600
13 614
13 708
13 747
13 769
13 784
13 786
13 787
13 808
13 856
14 51
14 66
14 79
14 93
14 136
14 203
14 213
14 222
14 243
14 277
14 293
14 316
14 357
14 366
14 367
14 372
14 387
14 432
14 436
14 476
14 485
14 492
14 519
14 531
14 537
14 555
14 633
14 643
14 670
14 704
14 736
14 779
14 817
14 823
14 824
15 3
15 17
15 19
15 117
15 149
15 171
15 214
15 267
15 268
15 321
15 324
15 328
15 335
15 361
15 371
15 427
15 438
15 445
15 495
15 508
15 523
15 524
15 528
15 550
15 560
15 563
15 592
15 648
15 675
15 684
15 696
15 765
15 797
15 875
16 16
16 47
16 91
16 102
16 153
16 158
16 182
16 194
16 234
16 240
16 246
16 288
16 298
16 310
16 345
16 474
16 549
16 572
16 603
16 618
16 621
16 686
16 710
16 713
16 716
16 743
16 748
16 763
16 788
16 838
16 851
17 48
17 81
17 97
17 106
17 128
17 164
17 204
17 264
17 305
17 314
17 323
17 338
17 340
17 349
17 358
17 362
17 379
17 388
17 402
17 414
17 450
17 455
17 478
17 481
17 526
17 546
17 566
17 617
17 619
17 620
17 632
17 634
17 645
17 718
17 761
17 799
17 806
17 840
18 6
18 10
18 34
18 37
18 55
18 67
18 123
18 135
18 175
18 186
18 188
18 225
18 226
18 227
18 233
18 258
18 285
18 304
18 313
18 333
18 348
18 389
18 452
18 473
18 477
18 497
18 499
18 533
18 543
18 595
18 636
18 652
18 656
18 700
18 702
18 707
18 712
18 733
18 734
18 741
18 749
18 805
18 837
18 858
19 4
19 12
19 28
19 75
19 137
19 143
19 170
19 176
19 208
19 256
19 266
19 279
19 336
19 352
19 374
19 384
19 415
19 422
19 428
19 435
19 441
19 490
19 493
19 542
19 570
19 574
19 580
19 604
19 629
19 637
19 650
19 654
19 660
19 688
19 717
19 737
19 752
19 755
19 759
19 770
19 771
19 774
19 796
19 801
19 810
19 867
20 7
20 30
20 41
20 43
20 59
20 62
20 68
20 76
20 107
20 131
20 134
20 150
20 162
20 168
20 187
20 191
20 193
20 212
20 220
20 223
20 231
20 250
20 273
20 278
20 334
20 343
20 375
20 377
20 386
20 412
20 423
20 433
20 440
20 454
20 471
20 472
20 486
20 491
20 545
20 567
20 612
20 624
20 658
20 678
20 679
20 698
20 742
20 745
20 754
20 777
20 795
20 844
20 845
20 854
20 859
20 873
21 38
21 65
21 90
21 100
21 112
21 113
21 118
21 142
21 146
21 154
21 216
21 269
21 318
21 359
21 393
21 401
21 405
21 411
21 443
21 449
21 453
21 456
21 467
21 480
21 513
21 518
21 548
21 576
21 584
21 613
21 647
21 649
21 676
21 728
21 739
21 768
21 829
21 853
21 864
22 24
22 26
22 49
22 82
22 83
22 101
22 103
22 104
22 115
22 140
22 163
22 177
22 183
22 192
22 199
22 259
22 261
22 263
22 265
22 284
22 292
22 296
22 308
22 322
22 376
22 378
22 395
22 397
22 400
22 487
22 494
22 498
22 520
22 525
22 541
22 557
22 562
22 565
22 578
22 587
22 627
22 659
22 672
22 673
22 697
22 758
22 767
22 781
22 782
22 783
22 791
22 793
22 833
23 0
23 5
23 9
23 13
23 23
23 50
23 53
23 92
23 114
23 121
23 132
23 159
23 178
23 205
23 206
23 221
23 235
23 239
23 251
23 254
23 270
23 346
23 347
23 396
23 406
23 426
23 431
23 437
23 444
23 462
23 464
23 507
23 510
23 534
23 556
23 559
23 573
23 582
23 591
23 594
23 596
23 611
23 631
23 639
23 677
23 719
23 735
23 773
23 790
23 813
23 832
23 842
23 846
23 862
23 869
24 33
24 57
24 98
24 124
24 139
24 145
24 157
24 166
24 209
24 217
24 238
24 247
24 262
24 272
24 286
24 307
24 317
24 339
24 344
24 354
24 363
24 365
24 391
24 416
24 418
24 429
24 430
24 434
24 489
24 516
24 522
24 535
24 539
24 558
24 626
24 638
24 666
24 669
24 685
24 692
24 701
24 725
24 756
24 764
24 772
24 802
24 819
24 822
24 825
24 835
24 866
25 20
25 39
25 54
25 89
25 116
25 129
25 248
25 271
25 283
25 291
25 325
25 326
25 370
25 382
25 392
25 425
25 446
25 448
25 469
25 475
25 506
25 517
25 529
25 536
25 553
25 597
25 599
25 608
25 609
25 616
25 740
25 778
25 811
25 812
25 830
25 839
26 1
26 61
26 169
26 300
26 327
26 457
26 511
26 538
26 551
26 569
26 590
26 602
26 630
26 642
26 663
26 668
26 671
26 694
26 738
26 809
26 815
26 834
26 860
26 861
27 2
27 35
27 110
27 232
27 301
27 353
27 385
27 394
27 424
27 460
27 500
27 530
27 571
27 674
27 703
27 827
28 70
28 88
28 249
28 276
28 315
28 459
28 463
28 625
28 826
28 874
29 282
29 468
29 504
29 623
29 828
29 857
30 73
30 174
30 287
Scenario #185:
1 244
1 256
1 269
2 142
2 183
2 232
2 248
3 26
3 30
3 51
3 199
3 264
3 266
4 0
4 82
4 210
4 271
5 40
5 57
5 59
5 78
5 87
5 107
5 131
5 168
5 196
5 211
5 255
6 69
6 120
6 141
6 152
7 118
7 180
7 249
8 67
8 104
8 146
8 160
8 220
8 241
9 106
9 147
9 188
9 221
10 8
10 17
10 29
10 41
10 68
10 77
10 121
10 208
11 19
11 47
11 63
11 83
11 92
11 154
11 169
11 176
11 209
11 222
11 236
12 25
12 53
12 88
12 96
12 97
12 187
12 225
12 235
13 11
13 20
13 43
13 64
13 75
13 89
13 112
13 129
13 171
13 204
14 1
14 99
14 226
14 237
14 245
15 21
15 28
15 170
15 177
15 179
15 203
15 216
15 227
15 250
16 2
16 24
16 27
16 36
16 109
16 117
16 134
16 151
16 191
16 202
16 230
16 252
16 261
17 9
17 15
17 18
17 81
17 102
17 116
17 144
17 257
18 76
18 124
18 125
18 205
18 207
18 218
18 238
19 12
19 101
19 110
19 130
19 137
19 212
19 246
19 258
19 263
19 265
20 4
20 5
20 35
20 37
20 65
20 103
20 105
20 123
20 126
20 138
20 139
20 163
20 166
20 190
20 195
20 213
20 228
21 16
21 32
21 46
21 95
21 122
21 148
21 150
21 159
21 162
21 181
21 182
21 215
21 234
21 247
22 31
22 33
22 39
22 52
22 70
22 115
22 200
22 217
22 223
22 229
22 233
22 242
22 243
22 260
22 262
23 34
23 55
23 80
23 84
23 91
23 111
23 155
23 158
23 165
23 172
23 174
23 178
23 239
23 254
23 267
24 42
24 45
24 56
24 85
24 86
24 114
24 119
24 128
24 132
24 133
24 135
24 143
24 153
24 161
24 184
24 214
25 3
25 10
25 13
25 44
25 58
25 60
25 61
25 62
25 73
25 74
25 94
25 98
25 113
25 136
25 173
25 185
25 219
25 224
25 231
26 6
26 22
26 38
26 49
26 72
26 100
26 145
26 157
26 186
26 193
26 194
26 198
26 201
26 259
26 270
27 14
27 23
27 90
27 108
27 140
27 167
27 175
27 197
27 251
27 268
28 7
28 48
28 50
28 93
28 127
28 156
28 164
28 189
28 192
28 206
28 240
29 66
29 71
29 149
29 253
30 79
31 54
Scenario #186:
1 22
1 64
1 83
1 335
1 541
1 801
2 14
2 128
2 235
2 254
2 271
2 330
2 334
2 444
2 578
2 609
2 642
2 786
2 825
2 881
2 918
2 920
2 936
3 77
3 176
3 179
3 194
3 202
3 219
3 340
3 427
3 457
3 543
3 616
3 675
3 689
3 694
3 781
4 11
4 17
4 65
4 207
4 223
4 238
4 239
4 285
4 295
4 320
4 347
4 374
4 425
4 648
4 662
4 688
4 776
4 813
5 0
5 8
5 20
5 30
5 91
5 135
5 187
5 214
5 291
5 297
5 339
5 398
5 485
5 497
5 539
5 563
5 586
5 617
5 630
5 704
5 725
5 730
5 768
5 840
5 855
5 879
5 928
6 33
6 146
6 184
6 251
6 314
6 319
6 324
6 357
6 373
6 402
6 458
6 484
6 515
6 520
6 521
6 530
6 537
6 545
6 604
6 719
6 766
6 769
6 814
6 822
7 16
7 31
7 44
7 51
7 74
7 75
7 124
7 166
7 168
7 169
7 290
7 308
7 310
7 331
7 448
7 459
7 479
7 560
7 622
7 668
7 710
7 796
7 824
7 865
8 3
8 45
8 95
8 100
8 157
8 196
8 204
8 277
8 304
8 305
8 306
8 354
8 519
8 524
8 525
8 561
8 582
8 671
8 691
8 697
8 764
8 805
8 810
8 832
8 903
9 9
9 66
9 81
9 89
9 101
9 163
9 216
9 244
9 302
9 356
9 387
9 438
9 451
9 498
9 516
9 592
9 596
9 611
9 633
9 660
9 701
9 729
9 790
9 808
9 819
9 841
9 878
9 909
9 926
10 7
10 35
10 104
10 112
10 143
10 222
10 273
10 301
10 313
10 371
10 376
10 395
10 465
10 469
10 522
10 552
10 632
10 638
10 720
10 732
10 733
10 750
10 763
10 795
10 804
10 809
10 823
10 887
11 4
11 12
11 53
11 84
11 90
11 94
11 147
11 165
11 177
11 252
11 286
11 379
11 382
11 384
11 430
11 480
11 486
11 487
11 510
11 585
11 598
11 599
11 643
11 654
11 747
11 749
11 755
11 788
11 792
11 798
11 862
11 904
12 2
12 13
12 37
12 103
12 134
12 183
12 211
12 228
12 237
12 260
12 284
12 338
12 359
12 386
12 494
12 508
12 534
12 538
12 581
12 591
12 601
12 602
12 624
12 652
12 690
12 709
12 828
12 830
12 838
12 842
12 845
12 846
12 858
12 875
12 890
12 892
12 911
12 912
12 914
13 62
13 63
13 120
13 137
13 190
13 191
13 220
13 255
13 261
13 263
13 266
13 307
13 349
13 372
13 483
13 554
13 575
13 587
13 595
13 619
13 717
13 723
13 740
13 774
13 802
13 821
13 864
13 870
14 47
14 49
14 99
14 111
14 200
14 203
14 215
14 241
14 283
14 300
14 361
14 434
14 527
14 555
14 576
14 594
14 718
14 722
14 759
14 762
14 767
14 777
14 820
14 844
14 882
15 18
15 34
15 80
15 108
15 129
15 133
15 161
15 164
15 253
15 270
15 282
15 328
15 337
15 345
15 363
15 366
15 375
15 412
15 413
15 435
15 456
15 462
15 475
15 513
15 514
15 529
15 553
15 559
15 570
15 606
15 614
15 645
15 664
15 742
15 794
15 826
15 836
15 856
15 869
15 883
15 919
16 56
16 71
16 87
16 105
16 106
16 107
16 121
16 127
16 130
16 132
16 141
16 153
16 155
16 162
16 175
16 185
16 198
16 213
16 230
16 233
16 245
16 250
16 259
16 274
16 369
16 399
16 404
16 443
16 446
16 447
16 453
16 489
16 496
16 532
16 562
16 573
16 656
16 724
16 787
16 874
16 895
16 907
17 23
17 36
17 98
17 123
17 172
17 193
17 218
17 221
17 236
17 293
17 394
17 401
17 411
17 420
17 423
17 445
17 454
17 544
17 678
17 707
17 731
17 738
17 748
17 757
17 782
17 839
17 899
17 906
17 917
17 925
18 50
18 54
18 58
18 70
18 79
18 92
18 145
18 167
18 205
18 212
18 226
18 242
18 246
18 309
18 410
18 455
18 460
18 474
18 478
18 600
18 603
18 612
18 637
18 640
18 653
18 708
18 716
18 758
18 760
18 778
18 863
18 905
19 1
19 42
19 82
19 86
19 113
19 114
19 189
19 192
19 201
19 210
19 234
19 257
19 279
19 292
19 296
19 336
19 368
19 385
19 391
19 393
19 405
19 482
19 509
19 518
19 548
19 551
19 569
19 583
19 584
19 588
19 666
19 687
19 726
19 756
19 807
19 837
19 847
19 872
19 877
19 886
19 894
20 27
20 28
20 32
20 41
20 140
20 229
20 232
20 264
20 269
20 272
20 280
20 303
20 315
20 317
20 341
20 350
20 358
20 365
20 409
20 421
20 428
20 433
20 473
20 517
20 546
20 565
20 567
20 626
20 651
20 672
20 674
20 680
20 703
20 705
20 715
20 727
20 745
20 746
20 752
20 771
20 779
20 789
20 843
20 861
20 915
20 916
20 927
21 19
21 24
21 43
21 60
21 67
21 88
21 93
21 97
21 110
21 119
21 131
21 148
21 160
21 170
21 174
21 247
21 299
21 316
21 343
21 348
21 352
21 388
21 406
21 422
21 450
21 463
21 467
21 488
21 490
21 493
21 503
21 507
21 549
21 590
21 625
21 627
21 635
21 641
21 658
21 698
21 706
21 735
21 737
21 772
21 784
21 811
21 833
21 851
21 871
21 921
21 922
21 930
22 5
22 115
22 118
22 122
22 152
22 173
22 180
22 181
22 182
22 188
22 227
22 323
22 333
22 378
22 383
22 403
22 416
22 424
22 426
22 437
22 441
22 477
22 528
22 535
22 580
22 610
22 618
22 629
22 634
22 646
22 696
22 702
22 721
22 753
22 770
22 780
22 873
22 900
23 40
23 59
23 61
23 78
23 117
23 138
23 144
23 197
23 249
23 321
23 322
23 332
23 344
23 364
23 396
23 415
23 419
23 429
23 431
23 440
23 461
23 471
23 472
23 501
23 511
23 523
23 556
23 557
23 589
23 608
23 613
23 621
23 623
23 628
23 644
23 649
23 711
23 743
23 765
23 791
23 800
23 812
23 898
23 933
23 935
24 15
24 26
24 38
24 55
24 96
24 102
24 126
24 139
24 149
24 154
24 199
24 208
24 217
24 224
24 225
24 231
24 287
24 311
24 325
24 360
24 380
24 392
24 452
24 468
24 470
24 536
24 574
24 597
24 607
24 615
24 639
24 670
24 673
24 679
24 682
24 686
24 712
24 775
24 799
24 817
24 834
24 854
24 866
24 889
24 893
24 902
24 910
24 932
25 21
25 39
25 48
25 68
25 69
25 109
25 125
25 136
25 151
25 158
25 195
25 240
25 258
25 288
25 329
25 351
25 353
25 362
25 407
25 418
25 436
25 439
25 476
25 481
25 495
25 500
25 502
25 506
25 542
25 547
25 572
25 593
25 631
25 636
25 655
25 657
25 669
25 677
25 692
25 700
25 741
25 773
25 793
25 797
25 835
25 852
25 859
25 876
25 884
25 897
25 923
25 929
26 57
26 72
26 171
26 248
26 256
26 262
26 275
26 278
26 281
26 289
26 294
26 318
26 327
26 342
26 346
26 355
26 397
26 408
26 414
26 417
26 442
26 466
26 504
26 512
26 526
26 533
26 558
26 566
26 620
26 647
26 663
26 693
26 713
26 734
26 751
26 803
26 818
26 827
26 850
26 868
26 888
26 908
26 924
26 931
26 934
27 10
27 29
27 76
27 150
27 159
27 178
27 265
27 267
27 367
27 381
27 400
27 464
27 492
27 505
27 531
27 564
27 579
27 659
27 661
27 681
27 683
27 685
27 695
27 714
27 728
27 744
27 754
27 761
27 785
27 806
27 815
27 831
27 848
27 867
27 885
28 73
28 85
28 116
28 156
28 209
28 298
28 370
28 390
28 432
28 499
28 550
28 667
28 676
28 684
28 736
28 739
28 783
28 849
28 891
29 25
29 142
29 186
29 243
29 268
29 276
29 377
29 568
29 650
29 853
29 857
29 860
29 901
29 913
30 46
30 389
30 449
30 491
30 577
30 665
30 816
31 312
31 540
31 571
31 880
32 6
32 699
32 829
33 206
33 326
33 605
33 896
34 52
Scenario #187:
1 2
1 11
1 12
1 21
2 4
2 7
2 9
2 13
2 20
3 1
3 10
3 19
4 5
4 8
5 0
5 3
5 14
5 15
6 6
6 16
6 17
6 18
6 22
Scenario #188:
1 3
1 5
1 13
2 12
2 28
2 30
3 1
3 11
3 15
3 34
4 9
4 14
4 17
4 23
4 27
5 19
5 20
5 22
5 31
5 32
6 2
6 7
6 8
6 16
6 18
6 25
6 35
7 21
7 24
8 4
8 10
8 33
9 0
9 6
9 29
10 26
Scenario #189:
1 35
1 120
1 123
2 54
2 100
2 127
2 135
2 189
3 58
3 80
3 82
3 125
4 9
4 158
4 180
5 1
5 43
5 138
6 16
6 110
6 130
6 173
6 191
7 85
7 102
7 133
7 218
8 41
8 67
8 206
9 18
9 97
9 163
9 166
10 96
10 117
10 184
11 116
11 150
11 211
11 220
12 32
12 45
12 148
13 66
13 115
13 219
14 3
14 74
14 101
14 134
14 190
15 38
15 114
15 129
15 149
15 203
15 228
15 236
16 61
16 63
16 65
16 79
16 147
16 195
16 199
17 103
17 171
17 179
17 212
17 224
17 227
18 2
18 42
18 48
18 122
18 174
18 178
18 200
18 222
19 17
19 20
19 27
19 47
19 70
19 131
19 132
19 159
19 177
19 198
19 225
20 21
20 39
20 52
20 128
20 170
20 175
20 197
20 226
20 235
21 7
21 46
21 92
21 160
21 169
21 233
22 8
22 11
22 19
22 23
22 29
22 112
22 185
22 194
23 0
23 40
23 51
23 71
23 108
23 144
23 161
23 202
23 204
23 209
23 217
23 230
24 5
24 44
24 59
24 88
24 91
24 93
24 139
24 143
24 156
24 192
24 196
24 216
25 12
25 14
25 28
25 50
25 56
25 78
25 83
25 109
25 136
25 145
26 22
26 26
26 36
26 76
26 86
26 104
26 111
26 142
26 146
26 153
26 167
26 210
26 229
26 234
27 6
27 13
27 49
27 64
27 69
27 89
27 105
27 155
27 176
27 181
27 186
28 30
28 34
28 37
28 81
28 106
28 152
28 183
28 213
28 221
28 223
29 57
29 60
29 98
29 113
29 118
29 126
29 154
29 168
29 201
30 4
30 10
30 25
30 31
30 53
30 62
30 72
30 87
30 95
30 121
30 137
30 188
30 208
30 215
30 232
31 68
31 73
31 75
31 84
31 90
31 107
31 140
31 141
31 157
31 162
31 164
31 165
31 182
31 187
31 207
32 24
32 55
32 99
32 119
32 124
32 151
32 172
32 193
32 205
33 33
33 77
33 94
33 214
33 231
34 15
Scenario #190:
1 58
1 64
1 240
2 81
2 93
2 227
2 257
3 29
3 43
3 133
3 141
3 235
4 121
4 232
4 264
5 159
5 173
5 201
5 221
6 3
6 88
6 178
6 231
6 266
7 32
7 161
7 216
7 243
8 28
8 66
8 87
8 144
8 176
9 71
9 84
9 123
9 143
9 244
10 39
10 70
10 89
10 150
10 156
10 162
10 255
10 267
10 276
11 16
11 25
11 48
11 86
11 102
11 139
11 160
11 170
11 181
11 238
12 10
12 59
12 60
12 73
12 101
12 145
12 215
12 222
12 271
13 0
13 12
13 35
13 56
13 74
13 103
13 125
13 130
13 147
13 192
13 205
13 233
13 236
13 237
13 245
14 17
14 18
14 36
14 63
14 67
14 77
14 79
14 91
14 128
14 137
14 157
14 164
14 169
14 177
14 190
14 200
14 210
14 228
14 252
14 273
15 9
15 20
15 61
15 76
15 129
15 138
15 153
15 167
15 193
15 196
15 203
15 220
15 239
15 261
15 269
16 8
16 15
16 30
16 45
16 53
16 82
16 186
16 202
16 206
16 214
16 242
16 251
16 265
16 270
17 5
17 11
17 26
17 27
17 33
17 46
17 72
17 118
17 119
17 124
17 163
17 184
17 207
17 209
17 223
17 262
17 275
18 31
18 50
18 52
18 95
18 100
18 114
18 120
18 142
18 146
18 158
18 172
18 174
18 180
18 185
18 191
18 247
18 274
18 277
19 7
19 57
19 68
19 69
19 90
19 94
19 105
19 111
19 126
19 132
19 155
19 198
19 234
19 254
19 260
19 268
20 4
20 6
20 13
20 24
20 47
20 51
20 62
20 83
20 85
20 107
20 108
20 113
20 127
20 154
20 187
20 208
20 212
20 217
20 219
20 248
20 250
21 1
21 34
21 38
21 41
21 44
21 49
21 98
21 117
21 149
21 189
21 199
21 229
21 249
22 21
22 23
22 42
22 54
22 75
22 134
22 136
22 148
22 166
22 171
22 182
22 253
22 272
23 14
23 19
23 37
23 96
23 110
23 131
23 135
23 195
23 259
24 55
24 80
24 140
24 179
24 224
24 241
24 256
24 263
25 2
25 40
25 92
25 97
25 122
25 151
25 194
25 211
25 218
25 230
26 22
26 78
26 106
26 112
26 116
26 165
26 197
27 65
27 152
27 258
28 115
28 168
28 226
28 246
29 104
29 109
29 183
29 213
30 99
30 188
30 204
31 175
31 225
Scenario #191:
1 69
1 92
1 134
1 164
2 65
2 67
2 81
2 180
2 189
2 303
2 307
2 334
3 2
3 16
3 45
3 102
3 199
3 218
3 377
3 508
4 53
4 73
4 187
4 251
4 274
4 388
4 419
4 421
4 434
4 460
4 471
5 166
5 208
5 320
5 341
5 367
5 378
5 386
5 456
5 525
6 4
6 21
6 105
6 135
6 143
6 161
6 226
6 228
6 327
6 420
6 464
6 489
7 59
7 64
7 97
7 145
7 152
7 287
7 344
7 351
7 374
7 379
7 407
7 528
8 8
8 139
8 146
8 232
8 282
8 306
8 314
8 332
8 402
8 412
8 437
8 485
8 521
8 529
9 62
9 93
9 110
9 113
9 150
9 154
9 242
9 247
9 266
9 284
9 313
9 445
9 494
9 519
10 144
10 149
10 183
10 222
10 234
10 243
10 321
10 325
10 346
10 354
10 413
10 447
10 469
10 505
10 524
11 37
11 43
11 125
11 176
11 179
11 239
11 250
11 269
11 292
11 297
11 328
11 333
11 373
11 382
11 384
11 396
11 398
11 496
12 11
12 28
12 51
12 54
12 111
12 119
12 126
12 204
12 217
12 224
12 235
12 267
12 270
12 277
12 311
12 338
12 349
12 352
12 355
12 397
12 422
12 430
12 453
12 470
12 488
12 497
12 512
12 539
13 33
13 76
13 79
13 95
13 112
13 132
13 142
13 157
13 158
13 191
13 210
13 212
13 261
13 271
13 305
13 318
13 343
13 348
13 358
13 368
13 372
13 383
13 387
13 425
13 518
13 538
14 15
14 44
14 50
14 63
14 108
14 163
14 185
14 193
14 214
14 257
14 263
14 268
14 353
14 366
14 370
14 443
14 450
14 465
14 467
14 514
15 6
15 17
15 38
15 94
15 98
15 173
15 213
15 265
15 289
15 290
15 317
15 360
15 394
15 408
15 432
15 458
15 474
15 520
15 535
16 12
16 24
16 48
16 85
16 106
16 122
16 137
16 141
16 167
16 237
16 278
16 323
16 359
16 362
16 375
16 403
16 417
16 475
16 516
16 540
17 0
17 9
17 57
17 72
17 77
17 91
17 170
17 196
17 207
17 209
17 280
17 295
17 319
17 326
17 329
17 340
17 405
17 439
17 442
17 451
17 481
17 493
17 500
17 507
17 515
17 530
18 25
18 26
18 31
18 70
18 80
18 84
18 86
18 107
18 114
18 133
18 156
18 159
18 178
18 195
18 205
18 219
18 249
18 256
18 260
18 273
18 276
18 310
18 312
18 331
18 336
18 350
18 385
18 395
18 401
18 414
18 446
18 466
18 483
18 495
18 498
18 503
19 32
19 39
19 47
19 56
19 71
19 78
19 88
19 90
19 130
19 136
19 181
19 227
19 230
19 262
19 288
19 298
19 364
19 404
19 431
19 449
19 452
19 480
19 492
19 499
19 501
19 506
19 511
19 526
19 527
19 534
20 18
20 36
20 89
20 100
20 118
20 124
20 127
20 128
20 138
20 147
20 168
20 175
20 202
20 225
20 244
20 259
20 285
20 294
20 357
20 381
20 390
20 438
20 441
20 457
20 473
20 484
20 486
20 491
20 502
20 510
20 513
21 1
21 14
21 19
21 27
21 30
21 40
21 49
21 52
21 58
21 68
21 116
21 131
21 140
21 165
21 169
21 197
21 201
21 220
21 221
21 223
21 255
21 299
21 315
21 335
21 345
21 361
21 389
21 406
21 427
21 435
21 459
21 461
21 462
21 517
22 3
22 13
22 20
22 75
22 103
22 117
22 121
22 129
22 184
22 198
22 203
22 229
22 231
22 245
22 258
22 275
22 296
22 302
22 304
22 308
22 339
22 365
22 399
22 400
22 411
22 424
22 428
22 448
22 455
22 477
22 479
22 490
22 509
23 5
23 29
23 34
23 41
23 42
23 55
23 61
23 66
23 96
23 99
23 162
23 177
23 182
23 190
23 200
23 238
23 240
23 252
23 264
23 322
23 342
23 347
23 391
23 392
23 416
23 429
23 433
23 440
23 444
23 468
23 482
23 522
23 532
23 536
24 10
24 22
24 74
24 83
24 104
24 148
24 155
24 172
24 174
24 186
24 206
24 211
24 233
24 248
24 254
24 272
24 281
24 286
24 293
24 301
24 309
24 324
24 356
24 363
24 371
24 380
24 410
24 415
24 418
24 472
24 487
24 504
24 531
25 35
25 46
25 60
25 82
25 87
25 115
25 123
25 151
25 153
25 160
25 171
25 188
25 194
25 215
25 216
25 279
25 291
25 316
25 337
25 369
25 393
25 409
25 423
25 426
25 463
25 533
26 7
26 23
26 101
26 109
26 120
26 192
26 236
26 246
26 253
26 283
26 330
26 376
26 436
26 454
26 476
26 523
26 541
27 241
27 300
27 478
27 537
Scenario #192:
1 117
1 160
1 332
2 10
2 30
2 56
2 132
2 186
2 204
2 294
3 27
3 67
3 248
4 16
4 137
5 177
5 187
5 223
5 244
5 246
5 257
5 272
5 323
6 216
6 298
7 58
7 123
7 263
7 356
8 14
8 29
8 44
8 73
8 207
8 231
8 240
8 325
8 346
9 88
9 250
9 279
9 280
9 289
9 307
9 349
9 367
9 379
10 4
10 48
10 101
10 108
10 109
10 167
10 171
10 233
10 268
10 333
10 339
10 372
10 377
10 383
11 19
11 37
11 41
11 79
11 106
11 110
11 134
11 150
11 175
11 191
11 213
11 230
